,content,sentiment
487,"dalam sejarah ini APLIKASI TERJELEK sedunia!!! Gak bisa login 3 hari, udah kucoba instal berulang-ulang, login berulang-ulang, sampai dibelain bangun diatas jam 12 malam buat login, tapi tetep gk bisa.",-1
352,Saya rasa aplikasi ini masih perlu perbaikan dimana 1. masalah login yang terkadang gagal 2. Masalah aploud ketika aploud aplikasi log out saat data nyala 3. Tidak ada fitur flash pada foto padahal sangat penting ketika penghitungan suara sampai malam,0
688,Aplikasi kameranya sirekap burik dan gak ada fitur flash lampu. padahal hp kamera bawaan bagus bening....mending tahun ini gak usah pakek aplikasi dulu.malah bikin lama pada saat hari pemungutan suara nanti.,-1
464,"Tadinya saya banga,, ada kemajuan, pake digital.. kirain bakal mempermudah.... Ternyata memperSTRES.... apk belum 100 % layak pakai... Sudah buat praktek urusan NEGARA... inisialisasi aja kebanyakan belum bisa alias eror.. Saran saja sih Seharusnya uji coba dulu minimal 3 -6 bulan .... Jangan langsung buat praktek,, Waduke KAKU sung....!!!!",-1
212,apk minta update.. setelah update username dan password lama tidak bisa untuk login.. padahal username password sudah bener tapi tertulis tidak sesuai proses inisialisasi sangat susah kualitas foto sangat buruk apk bukannya memper mudah kerja malah memper sulit kerja sangat belum layak ini aplikasinya..padahal akan digunakan untuk kegiatan penting negara,-1
325,"Apk apa ini, katanya fungsinya untuk mempermudah penghitungan suara, nyatanya pas mau login aja susah, pas login invalid username mulu, katanya suruh hapus data terus ganti sandi bisa, nyatanya udh di coba berulang ulang kali masih tetap sama, kalo awalnya aja sudah begini gmana kedepannya, klo belum siap menggunakan aplikasi mending pake cara yang dulu2 aja",-1
530,"Saya sudah berkali kali mencoba masuk aplikasi ini tapi hasilnya tetap sama , katanya saya tercatat sudah melakukan inilisiasi perangkat,tp saya masih aja gagal mendapatkan sertifikat digital,saya disuruh melakukan clear data , saya. Sudah menghapus dan berulang menginstal kembali aplikasi sirekap ini , menghapus data dan chace aplikasi tapi tetap saja gagal, tolong solusinya harus gimana karena sebentar lagi aplikasi ini harus digunakan 🙈",-1
448,Amburadul . Pemilu sdh dekat tapi apk sangat sangat tidak bisa mempermudah. Pengembangan apk itu butuh waktu bertahun tahun. Ini terlalu cpt membuat apk blm memadai blm efektif dan efisien dan sdh trsebar luas . Hasilnya eror . Bkn salah hp kita tp emang apk nya blm siap dipake tempur.,-1
138,"Penggunaan digitalisasi pada program pemilu sangat membantu, namun, Saya mohon diperbaiki lagi, banyak anggota yang menjadi bagian sirekap tpi tdk bisa mengakses apk, selalu nge-stuck di inisialisasi.",-1
489,"Tolong ASN atau siapapun itu yg bikin aplikasi ini dipecat atau bagaimana lah, bikin aplikasi dari user interface nya aja udh ga enak dilihat, apalagi kendala aplikasi yg masih sangat banyak ditemui, aplikasi negara digunakan serentak minimal beli server yg memadahi juga lah",-1
581,"Hari pemilu tinggal menghitung hari, tapi saya masih blum bisa login ke apk?? Jikalau pemilu diharuskan memakai apk ini harusnya sudah dlm kondisi yg baik dan bisa digunakan oleh pemegang apk, klo seperti ini apakah pemilu akan berjalan lancar.! Tolong lebih di optimalkan dgn baik untuk apk nya, jgn justru mempersulit.",-1
617,Aplikasi ini sangat berguna jika tidak lemot.mohon untuk ada perbaikan ..takutnya pas hari H pencoblosan harusnya aplikasi ini mempermudah dan mempercepat..malah jadi mempersulit dan menghambat,-1
135,"App tidak support di perangkat saya, padahal android 13, ram 8GB, berulang x saya uninstall masih saja tidak sampai ke menu utama, begitu login langsung gagal ke menu selanjutnya. Entah proses Ujicobanya seperti apa, sebelum launching.. jika tidak segera diperbaiki, menurut saya app ini masih belum layak di gunakan untuk pemilu 2024.",-1
454,"server aplikasi belum siap digunakan, padahal tinggal menghitung hari sampai pemilu.. seharusnya kalo mau buat begini2an setidaknya sudah diuji coba dr 4 tahun yang lalu.. jd pas hari h semua sudah lancar... ini cuma buat login aja butuh 3 hari, itu pun blm bisa login.. apalagi nanti pas sudah hari perhitungan suara, seluruh TPS se Indonesia mengupload poto yang jumlahnya banyak bgt, kalo gak langsung meledak tuh server.. tolonglah diperbaiki segera..",-1
22,"tujuan dibuatnya aplikasi adalah untuk mempermudah bukan untuk mempersulit & menguji kesabaran, mau login aja susah saat inisialisasi, aplikasi diperbaharui malah akun jadi invalid username/password, saat upload gambar hasilnya kurang jernih & fokusnya ga merata. Setidaknya kalau hasil foto dari aplikasinya kurang bagus tolong dikasih opsi buat upload foto dari gallery. Baru simulasi aja susah apalagi pas hari H",-1
679,"Aduh... parah banget ini aplikasinya, mana tinggal hitung hari buat pemilu. Setelah di update makin hancur weh... Ini bisa balikin ke versi 3.0 aja ngga sih, makin update makin hancur. sekarang malah ngga bisa login ama sekali.",-1
639,"Akun sirekap saya tidak bisa masuk padahal sebelumnya saya sudah ganti password, tapi setelah saya coba kembali username atau password invalid, ini kenapa ya? Memang terkendala dari aplikasinyakah? Mohon dibantu untuk kendala yang saya alami. Terima kasih.",-1
492,Mohon diperhatikan lagi untuk developer apabila dalam membuat aplikasi harap diuji coba dulu. Ini sudah 3 hari coba login tapi tetep tidak bisa masuk. Mau disalahkan jaringan juga tidak bisa. Untuk buka aplikasi lain lancar tapi buka aplikasi ini sulit.,-1
981,Kenapa aplikasinya seperti ini selalu error loading banyak sekali kendalanya mau memakainya tdak bisa mungkin tdak niat yah buat aplikasi nya selalu error salah nya dimana ko. Error terusssssssssssss 😒,-1
337,"Hari pelaksanaan sebentar lagi sedangkan aplikasi digunakan untuk simulasi saja masih eror apalagi pas waktu pelaksanaan. Untuk login masih mudah namun pas upload gambar muncul keterangan "" Harap Tunggu. Gambar Form-C Sedang Diproses"" begitu terus namun tidak selesai-selesai padahal kualitas internet bagus. Tolong diperbaiki . Niat bikin mudah malah jadi mempersulit dan membuat lama pekerjaan.",-1
147,"Tolong aplikasinya diperbaiki lagi dan diperluas penyimpanannya, misal seperti pc atau perangkat lain itu chipset dan prosesornya dinaikkan kualitasnya agar lebih lancar untuk digunakan. Ini kan aplikasi bisa server atau apanya lah yg dupgrade agar nanti pas dipakai tidak ada masalah login dll soalnya penggunanya nanti pasti banyak dan masuknya bersamaan",-1
494,"Aplikasi ini tidak dapat berjalan dgn sebagaimana yg disampaikan pada kami sirekap. Kami sirekap selalu mengalami kesulitan dr aplikasi ini. Tidak bisa login, tidak bisa mengirim foto, selalu ke logout, foto buram padahal kamera jelas, terlalu ribet. Tolong dipikirkan lagi H-7 ini, apakah akan tetap lanjut dgn aplikasi ini? Tolong permudah kami, bila tetap seperti ini, sebaiknya tidak perlu memakai sirekap karena merepotkan sekali. Sungguh sangat buruk bila tetap melanjutkan tp aplikasi bobrok",-1
73,"Aplikasi masih belum seratus persen siap digunakan, knapa? 1. Login sering susah/eror, mungkin server belum optimal, ini baru simulasi lho. Belum nanti saat pengumpulan data pda tgl 14 nanti. 2. Hasil foto diaplikasi sirekap tidak mendukung flash, fitur eis bawaan hp. Sehingga foto rawan goyang dan hasilnya blur parah.",-1
681,Ketika sudah mengambil gambar dan di kirim malah keluar 'sesi anda telah berakhir harap log in kembali' dan ketika log in kembali malah 'invalid username or password' pdahal username dan password sudah benar dan tidak pernah di ganti,-1
323,"Saran untuk pengembang (developer) aplikasi : 1. Sediakan Grid untuk pengambilan foto. 2. Garis pinggir untuk penyesuaian tepi halaman, agar lebih tebal dan berwarna jelas (terang) 3. Opsi edit angka yg salah pada semua halaman, khususnya halaman 2 untuk PPWP agar dipastikan ada. 4. Kemampuan membaca gambar agar ditingkatkan. 5. Yang paling penting : Kapasitas server tingkatkan agar tidak mengalami error saat digunakan secara bersamaan pada tanggal 14 nanti. Terimakasih.",1
668,"Aplikasi ini bln layak di indonesia, baru login aja pd bnyk bermasalah, kita lihat saja nti pas pemilu begitu aplikasi digunakan dpt dipastikan server down, karna yg menggunakan seluruh indonesia, dlm 1 aplikasi dipastikan error, apalagi dipakainya dlm waktu yg bersamaan, selamat pusing anggota yg ngerekap",-1
12,Berdasarkan hasil pengalaman simulasi banyak sekali kendala dari sistem nya awalnya pengiriman foto kadang berhasil terkirim tapi proses nya ngak bisa padahal kualitas fotonya menurut kita liat sudah sangat memadai . Foto DPR yg saya tes satu yg terverifikasi ngak bisa kita coba lanjut untuk mengunci dan pdfkan karena tidak selesai semuanya ... Sudah berulang kali di coba tetap ngak bisa di proses,-1
602,"Aplikasi belum siap tapi udah di paksa buat beroperasi, yakin gw hari H hancur ni aplikasi, gw upload foto gagal mulu padahal udah sesuai dengan syarat foto nya gimana. Fix ini perbaiki dulu deh yang bener baru rilis aplikasi nya!!!",-1
608,"Masalah inisialisasi perangkat ini sudah saya alami dari tanggal 5, sempat bisa masuk tapi kendala begini lagi. tidak ada solusi apapun dari ppk dan pps hanya suruh hapus cache dan data tapi sudah dilakukan berulang kali pun masih nihil. Ini salah rekrut IT apa gimana nih 😮‍💨",-1
18,Setelah update ke 2.32 tidak bisa login. Loading nya lama. Padahal pakai ram 8gb. Internal juga masih banyak penyimpanannya. Mohon tingkatkan lagi untuk kualitas fotonya. Sangat beda jauh hasil dr kamera langsung sama dr aplikasi si rekap. Sehingga sangat susah untuk membaca batas / garis / april textnya walaupun pencahayaan sudah cukup bagus.,-1
101,Sulit sekali untuk login...banyak sekali tindakan yang sudah dicoba agar bisa log in...jangankan bisa foto C hasil simulasi...login saja rata-rata 90% kpps diwilayah yang sama yang pegang apk ini mengalami masalah yang sama yaitu susah log in...dari sistem androidnya pun tidak ada masalah..tapi apk ini benar-benar menguji kesabaran penggunanya.-_-,-1
144,"Tolong peningkatannya. Awal download aman, bisa masukin username dan ganti password. Tapi pas login selalu gabisa dengan alasan invalid, dll. Akhirnya saya uninstall, lalu install lagi, tapi sekarang, baru klik tombol ""masuk"" malah aplikasi otomatis tertutup terus :), jadi sama sekali gabisa gerak. Mana bisa jalan dan simulasi kalo kayak gini. Tolong solusinya.",-1
486,"Dari versi 2.30 aman2 saja masih bisa masuk, sekalinya udah diupdate ke versi 2.32 malah eror2 dan sampai skrng blum bisa masuk. Sebaiknya KPU harus memperbaiki aplikasinya secepat mungkin karena beberapa hari lagi orang pemilu. Dikhawatirkan pas hari H-nya malah nggk bisa kepake. Mohon perhatiannya 🙏🙏",-1
361,Aplikasi susah buat masuk. Tidak bisa log in. Sepetinya perlu diperbaiki lagi masalah bug bugnya agar pas hari H penggunaan aplikasi menjadi lebih mudah. Tidak ribet. Loginnya cpet,-1
183,"Fungsi aplikasi itu sebenarnya untuk mempermudah pekerjaan kita. Tapi ini sebaliknya, aplikasi ini sangat menyulitkan. Untuk mendapatkan verfikasi hasil upload gambar juga teramat sulit. Kualitas gambar BURAM, sebagian pengguna mengalami susah login. Pemilu sudah di depan mata. Tapi aplikasinya belum SIAP PAKAI.",-1
253,"Sekiranya apk belum siap dipakai. Lebih baik jngan dipakai dulu lah. Terlalu banyak kesulitan, prosesnya lambat, hasil kamera buram, spek android yg berapa yg bisa digunakan apk ini",-1
113,"Saya Yakin Digitalisasi sangat efisien untuk aspek pendataan ini, lebih di utamakan lagi sebisa mungkin 6 bulan sudah di gunakan secara lancar, karena pengguna aplikasi bukan hanya kaum muda ada beberapa yg masih berproses dalam pemahaman teknologi. Mungkin untuk menu dll sudah sangat mudah dipahami hanya saja proses setiap langkah dari log in pun sudah bermasalah. Saya yakin pemerintah bisa membangun aplikasi yg lebih sempurna dari pada produk² swasta itu. Semoga lancar waktu di hari H",-1
4,"Kualitas gambar untuk foto simulasi burem ga jelas, dlm aplikasi ga ada fitur buat fokusin camera, jadi banyak bgt kesalahan baca data dan ada beberapa bug juga untuk kunci data & buat dokumen pdf loadingnya lama banget, bahkan ada yang ga bisa sampai berhari2 mungkin itu bug tolong diperbaiki, pemilu tinggal berapa hari lagi.. ini aplikasi bisa dibilang belum berfungsi secara optimal!",-1
631,Aplikasi belum layak di pakai. Setiap kali login muncul pemberitahuan terjadi kesalahan saat melakukan inisialisasi aplikasi. Padahal no hp dan sindik jari sudah pas.. dimohon untuk segera diperbaiki mengingat tanggal 14 sudah semakin dekat...,-1
207,"Maaf sebelumnya Kenapa perangkat ram 8 internal 32 belum bisa untuk login Dan selalu gagal mendapatkan sertifikat digital Sedangkan saya mencoba dengan perangkat yang internalnya di atas 100, akun saya baru bisa login Tolong untuk ram dan internal yang lebih kecil jangan dipersulit Sebelumnya terimakasih",-1
190,"Tolong kualitas hasil jepretan kameranya diperbaiki, spek hp android sangat memadai dan kamera utama hp bagus hd tapi hasil kamera di sirekap blur, tidak jelas layaknya spek android zaman megalitikum. Bawaan aplikasinya untuk kamera tidak bagus",-1
180,"Berdasarkan hasil simulasi hari ini, kualitas foto burem, minimal HD lah pak , dan aplikasi sama sekali belum siap untuk digunakan apalagi dengan lingkup seluruh Indonesia, tolong distabilkan terlebih dahulu yaa tinggal H-7 ke pemilu",-1
445,"Mohon maaf, karna ga biaa kasih bintang 0 jadi saya kasih bintang 1 saja. Minimal servernya diperbanyak dulu. Aplikasi belum siap sudah di sebarluaskan ya down. Ini sih bukan mempermudah lebih ke mempersulit. Terlalu banyak kendala dalam aplikasinya.",-1
676,"Username sama sandi salah terus, padahal kemarin masih bisa, udah ganti sandi udah bisa tp nggk bisa log in. Sekarang malah username sama pasword salah terus, padahal udah persis sama, udah pake wifi juga, capek bgt nggak berhasil"".",-1
83,"Tujuan diciptakan digitaliaasi sudah sangat baik, mengefisienkan waktu, dan membantu data tetap aman. tapi hasil lapangannya belum sesuai target. Alhasil sering terjadi bug. Salah satunya waktu mau upload data harus ke log out terus login lagi, marker juga tidak bisa terdeteksi, dan peletakan fitur nya terlalu ribet dan tidak memudahkan pengguna sekali, kalo sudah memasukkan data saksi juga tidak bisa dihapus, entah bagaimana cara menghapus nya... Semoga waktu hari H tidak ada kendala demikian.",-1
463,"Suruh nge rating apk mau di rate apanya, aplikasi belum siap rilis belum masuk tahap beta langsung rilis parah sekelas aplikasi pemerintah....., login lama bahkan tidak bisa ada juga invalid username dan pass, mau cek detail foto lama dan masih banyak lagi",-1
298,Appnya oke tpi gasemua orang bisa ke tahap masuk aplikasi. Perlu adanya persiapan lebih matang untuk developer melakukan perbaikan aplikasi yang lebih stabil. Lebih perhatikan sisi usernya lagi,0
39,"Tolong kurangi bug, dan permudah login, untuk sinyal kecil juga kalau bisa aplikasi tetap berjalan, soalnya kalau mode offline harus ediy angka satu persatu itu malah tidak mempermudah pekerjaan KPPS, misal besok hari H, aplikasi belum matang tolong rubah aturan supaya tidak usah digunakan dulu, daripada menambah bingung dan pekerjaan KPPS yang lain keteteran, tambahkan tombol"" edit setelah check gambar agak bisa check ulang jumlahnya, hla ini kalau salah satu kali aja jadi salah semuanya",-1
457,"Tadi nya udah masuk, lalu ada pemberitahuan untuk di update ya saya update dong, tapi setelah di update tidak bisa masuk. Gimana nih aplikasi nya belum layak pakai, coba perbaiki lagi. Agar mudah digunakan, pemilu kan sebentar lagi",-1
63,"Aplikasi error sering terjadi kesalahan, penanganan server kurang rensponsif.. Padahal satu tps yg sama kenapa ada 2 sirekap yg katanya salah satunya hanya sebagai cadangan, tapi pas penginputan data sirekap 1 dan 2 berbeda.. Yg jadi masalah takut terjadi kecurangan dengan double data",-1
134,"Aplikasi belum layak di gunakan, banyak eror saat sudah login dan pasti keluar sendiri, pasti muncul keterangan tidak ada profil yang aktif. Saat di tanyakan ke yang bertanggung jawab hanya ada jawaban di coba terus sampai bisa. Hadehhh... Kalau kayak gini pas di gunakan besok bukannya membantu mempercepat malah memperlambat dan semakin lama.",-1
529,"aplikasi terlalu lemot & respon terlalu lambat, aneh kalo sy membuka aplikasi lain jaringan internet baik2 saja bahkan KB/s tinggi tapi saat sy membuka aplikasi sirekap yg awalnya jringan internet lancar2 aja tiba2 jaringan internet langsung jadi lelet bahkn KB/s bisa langsung jadi 0.1 KB/s, apliksi ini masih harus banyak yg diperbaiki, sy melakukan simulasi dari tadi siang sampe sekarang foto belum terkirim bahkan untuk melihat detail foto saja susah,masih simulasi aja lelet apa lg pas hari H.",-1
292,"1.Aplikasi yg belum siap pakai baru testimoni aja sudah banyak trouble, Padahal berada di tempat sinyal yg bagus, dan pengaturan hp dan aplikasi sudah diikuti semua dari tutorial YouTube dan medsos lainnya bahkan uninstall dan instal ulang hp sudah berulang kali serta smartphone nya sudah direstart tetapi juga masih gagal. Ada yg bisa login tetapi secara tiba2 log out otomatis, ada yg bisa log in tetapi sistem fotonya blur intinya trouble ini belum bisa dipecahkan permasalahan nya dilapangan,",-1
189,"Aktivasi selalu gagal, dicoba di hp pribadi merk VIVO dengan mencoba bbrpcara dari hapus data apk sampai reinstall tetep gagal, giliran dicoba ke hp lainnya SAMSUNG malah sekali coba langsung bisa login.. Bahkan saya coba logout dan ulang login pakek hp SAMSUNG bbrp kali percobaan selalu berhasil, tidak seperti VIVO malah login ga pernah berhasil.. padahal untuk yg SAMSUNGnya keluaran 2017 sedangkan VIVOnya 2020.. kok jadi tergantung merk ya?. PR untuk Developernya nih.",-1
10,"Mohon dibenahi kembali, tulisan X kadang sering terbaca jadi 8, Hati-hati buat kawan si rekap walau tulisan sudah hijau itu belum tentu data sama dengan yg sudah difoto. Semoga secepatnya si rekap ini berfungsi dengan semestinya pada hari H nanti dan mempermudah merekap data selayaknya.",-1
294,Sangat menyebalkan karena susah untuk masuk. Tlg diperbaiki lagi karena punya saya smpai skrg tidak bisa login. Padahal ada wira wiri percobaan rekapitulasi. Masak sekelas aplikasi penting negara klh sama aplikasi ecek ecek yg gampang keluar masuk,-1
660,Foto tidak terverifikasi. Dan tidak bisa upload lewat galeri. Bagaimana nanti ketika secara manual kita selesai tetapi secara digital kita belum. Apa harus menunggu?? Sedangkan pasti server akan lama karna dipakai jutaan org d Indonesia. Mohon untuk d perbaikan lagi.,-1
433,Bukannya mempermudah malah mempersulit... Terutama di tempat kami yg jaringan sinyal nya susah. Sudah login log out sendiri setiap upload foto keluar dari aplikasi dgn sendirinya..,-1
249,"Sumpah aplikasinya tidak sesuai yg diharapkan. Untuk login aja invalid terus, padahal username dan password sudah sesuai. Katanya login ditengah malam atau pagi hari saat servernya ngga sibuk,tapi tetap invalid terus. dah lah cape , ini malah semakin menyulitkan bukan memudahkan 🙏",-1
219,"Mempersulit bagian Sirekap. Banyak bug dimana mana, mulai dari : -Server lemot -Susah login -Sering logout sendiri -Hasil foto jelek -Susah upload foto scan -Deteksi data hasil scan yang buruk -Dll.",-1
126,"Masih perlu perbaikan, terutama shutter speed kamera kurang cepat yang mengakibatkan gambar terkadang blur walaupun hp saya sudah bagus tetep saja, kedua proses verifikasi foto tidak ada notifikasi kalo sudah selesai ya masa harus kita cek detail terus harus nya ada notif biar bisa tau dan tinggal submit, ketiga proses verifikasi foto sangat lama takutnya di hari H akan terulang kembali tembus sampai pagi, ke empat tidak ada yang fitur hapus foto dan takut nya saat sirekap 1 bermasalah.",-1
282,"Udah download udah ganti password gak bisa .. alesannya gagal mendapatkan sertifikat .. pake wifi atau data sama aja, udah sering dihapus chace atau penyimpanan tetep aja kek gitu, gak bisa masuk .. dari awal lho .. cuma bisa ganti password doang, mau beribu ribu kali dicoba , tapi servernya gak jelas, capek capekin aja dong . Dibenerin dulu servernya, yg kek gini menghambat KPPS nantinya .",-1
30,"Masih belum stabil dan masih banyak PR. 1. Login yg sulit di beberapa perangkat 2. Kualitas ambil foto buram 3. Ketika setel waktu pemungutan suara,aplikasi berhenti/ force closed 4.ketika akan berpindah dari nasional 1 didalam aplikasi, aplikasi berhenti/forced close 5. Pembacaan hasil pengambilan gambar memerlukan waktu yg sangat lama 6.kesalahan pengambilan gambar yg terus berulang",-1
708,"Model c-pp wp halaman dua gak bisa diedit manual seperti yang lain. Jika hal ini sering terjadi, bakalan menghambat kerja kpps pada saat 14 februari. Yang bisanya selesai malam, malah selesainya pagi",-1
415,"ini app sudah 3 atau 4 hari gak bisa login setelah update dari 2.30 ke 2.32, dgn ket. gagal mendapatkan kunci digital : null. sampe skg masih belum bisa login. app appan sih ini. udah lemot, interface juga jelek, server parah, waktu sudah mepet hanya tinggal seminggu tapi app masih kayak gini, ini developernya baca gak ini aku nulis banyak ini",-1
332,"Aplikasinya belum siap dan belum bisa digunakan , login sulit server invalid terus menerus akan memberatkan kepada sirekap khususnya. Mohon udah mendekati pemilu semoga sistemnya bisa lancar dan tidak ada kendala apapun. Terimakasih",-1
2,"Mohon ditambahkan beberapa menu mode kamera yg akan digunakan, beberapa kamera HP auto mode 0,5 tidak bisa dirubah ke mode normal/optimal ... sehingga banyak masalah gambar tidak terfoto dengan jelas... ketika uji coba upload foto yang ada log-out log-in sendiri.. alhasil beberapa kali ganti password.. dan bahkan banyak yang fotonya tidak terkirim dan itu sangat-sangat menghambat proses pengiriman foto siRekap.",-1
13,"Aplikasi di bwt untuk formalitas aja, mangkanya tiap kali di perbarui aplikasinya, gak ada peningkatan kualitas baik aplikasinya yg kurang stabil maupun server yg di gunakan. Sehingga pas waktu pencatatan hasil pemilu melalui aplikasi seringkali terjadi error.",-1
202,"Apa-apaan aplikasinya ini, dikira enak kali buat login, udah cape-cape login giliran udah berhasil login main bermasalah pula sistemnya, keluar lagi. Kalau mau upgrade jangan nanggung², entar udah masuk upgrade lagi bermasalah lagi, keluar lagi, itu ituuuu aja pemasalahan, sudah tidak sesuai lagi, yg diberikan uang kuota dan kuota yg sudah habis buat aplikasi ini",-1
576,"Untuk simulasi saja sudah banyak kendala dalam inisialisasi & gagal mendapatkan private key,,,apalagi pas hari H nya, yang serentak seineonesia menggunakan aplikasi ini. Sudah bisa di bayangkan, bukan mempermudah tapi malah memperlambat pekerjaan.",0
367,Kinerja aplikasi masih belum memadai untuk digunakan secara serentak. ketika login dan inisialisasi pun sangat terkendala. apalagi jika digunakan serentak ada kemungkinan sangat sulit diakses. mohon untuk ditingkatkan performanya supaya dapat digunakan secara normal dan optimal.,-1
855,"Setelah update malah gak bisa masuk, Failed to store private key. Tolong secepatnya diperbaiki, atau bahkan tidak usah digunakan sekalian.",-1
297,"Hasil poto nya buram, padahal kalo kamera biasa bagus2 aja. Ini gimana ya solusinya, masak semua hasil nya jadi tidak terbaca gini. Tolong lah aplikasi nya di perbaiki lagi khususnya masalah kamera ini",-1
236,"Aplikasi sangat lambat. Dari percobaan Simulasi tadi, aplikasi ini sangat tidak efisien. Proses pengupload an foto sangat lama. Kualitas foto jadi jelek dan pembacaan sistem sering salah.",-1
187,"Mohon tambahkan fitur impor (mengambil) file/foto. Karena kalau jaringan jelek, kita harus memfoto ulang satu per satu 🙏 kalau ada fitur impor file kita bisa menyimpan foto di galeri dan mengupload kalau jaringan stabil. Agar tidak terjadi kesalahan aplikasi membaca data, jadi kami tidak terburu-buru. Karena banyak yang mau di foto. 68 foto harus kami ambil.",0
628,Khusus halaman 2 kenapa tidak ada fitur edit hasil . Cuma pilihan sesuai tidak sesuai... Padahal periksa gambar selalu tidak sesuai..,-1
424,Aplikasi sangat jelek..setiap mw login gagal terusss..padahal hari h sudah dekat..apalagi disaat perekaman udah mulai jalan??ditambah jaringan jelek lagiii..seharusnya jauh hari pemerintah sudah siapkan semuanya. Ku kira mempermudah ternyarta malah mempersulit..,-1
342,Kualitas gambar hasil jepretan aplikasi sirekap sangat gelap . Dan tidak bisa di edit . Padahal kamera biasa terang dan jelas. Tolong ditingkatkan kualitasnya !,-1
825,"Gagal mendapatkan kunci digital: Failed to generate key pair melulu, mending tanpa inisialisasi, username dan password saja sudah cukup untuk menjaga keamanan data, saya merasa aplikasi ini hanya mendukung android 11 ke bawah, bukan ke atas",-1
661,"Aplikasi lemot, lag, bug harus segera diperbaiki atau dikembangkan. Jangan sampai diwaktu puncak pemakaian terjadi hal hal yg tidak diinginkan.",-1
442,"Mohon , untuk pembuat aplikasi mohon sangat mohon ,,, failed to private key maksudnya apa, dari berbagai sumber saya sudah coba cari jalan keluarnya, namun hasilnya tetap sama, belum bisa login sirekap, sedangkan saya bertugas sebagai operator sirekap. Nanti bagaimana sewaktu pemilu berlangsung, ini bahkan menjadi bahan penghambat yang sangat jelas adanya. Di mohon kan untuk yang belum bisa login agar dapat jalan keluar yang baik.",-1
496,"Aplikasi Sirekap ini, belum cukup bagus, menampung banyaknya pengguna,, mohon diperbaiki, karena sudah masuk di Program PEMILU serentak 2024 loh!!? Sayangnya banyak erorrnya. Terutama dibagian login Sirekap, otentikasi, saat melakukan inilisasi aplikasi",-1
214,"Susah banget inisiasi sertifikat digitalnya. Nyesel update di versi 2.32 huhu. Ini h- beberapa hari lagi masih kyk gini apk nya. Tolong pengembang segera untuk mengatasi masalah ini. Kalo tidak, ada solusi selain harus digitalnya.",-1
310,"Beh, bugnya banyak nya buka main, ini lebih mempersulit sih, bukannya makin mudah, tolong di tinjau ulang aplikasi ini , sepertinya belum waktunya era digital bagi kita :D",-1
374,"Kemarin bisa lancar entah kenapa tiba-tiba gak bisa login padahal gk pernah logout. Mau login ada kendala ""gagal mendapatkan sertifikat digital"" hello kemarin bisa loh ya. Nyoba login di HP lain malah password salah, padahal nggak pernah ganti password. Mohon perhatiannya sudah H- berapa ini",-1
908,Dari Tanggal 30 nyampe sekarang Belum menerima WA sama sekali dari KPU karena KPU salah Input Nomor WA.. Sudah Saya perbarui Ke DATIN pps dan DATIN kabupaten Cuma Dari datin pusat masih belum Merubah data nomor WA saya. Alhasil Nyampe sekarang saya belum menerima Link Aktivasi Akun dari KPU.. Tolong lebih mengutamakan Yang Salah Input No/Salah Masukan No WA. Masih bnyak yang belum Dapat Link aktivasi karena KPU ngambil Data no wa yang sudah tidak Aktif dri Email..tolong untuk segera di perbaiki.,-1
124,"Saat versi 2.30 bisa login, tapi kualitas kamera saat ambil foto sangat jelek sekali. Setelah update versi 2.32 malah tidak bisa login Tolong diperbaiki lagi. Untuk kelancaran semuanya. Waktu pencoblosan sudah dekat.",-1
485,Awalnya bisa login lancar smpai verifikasi simulasi ini pakai yg nasional 1 dg spesifikasi hp ram 8/128 dg versi apk 2.32. Setelah dilakukan login kembali pakai nasional 2 tidak bisa login tetapi login dihp lain yang spesifikasinya lebih rendah malah bisa login. Solusinya bagaimana min. Karna hp yg lain kameranya tidak bisa fokus dan tidak bisa jernih.,-1
261,"Aplikasi belum maximal terjadinya banyak eror dan untuk login pun tidak bisa.,. Tim development mana nih, cepat perbaiki masalah ini supaya nanti waktu pemilihan dapat digunakan dengan baik dan lancar tanpa adanya gangguan sepeti ini. Bayangkan ini sudah H -6 Sedangkan aplikasi si rekap ini masih banyak terjadi ganggguan nya banyak yg susah login dan lain sebagainya. Tolong segera diperbaiki, terimakasih",-1
410,Buruk banget ini apk baru mau masuk di awal aja udah error udah kurang lebih 5 hari nyoba masuk dari waktu server rame dan server sepi sama aja ga ada bedanya harus diperbaiki aplikasi ini untuk bisa dipakai serentak seluruh Indonesia tanggal 14 Februari ini kalo kaya gini mah sama aja mempersulit kita juga,-1
556,"Selalu 'Gagal mendapatkan Sertifikat Digital : Failed to store privat key' padahal sinyal sudah stabil, ram dan penyimpanan masih banyak, semoga lekas sembuh aplikasinya, developer dan pengembangnya, ah sudah laah...",-1
46,Mohon di perbaiki codingan nya untuk scanner nya agar bisa dpt mengscan walaupun foto nya tidak pas. Mohon untuk memaksimalkan menu edit karna saya dapat info dr pps saya jika menu edit pada halaman belakang itu tidak berguna dan harus di edit di pusat. Walaupun saat saya edit bisa dan dapat di submit. Jika hal ini benar tolong menu edit sampai halaman belakang agar dpt digunakan sesuai fungsinya.,-1
86,"Aplikasi yang mlah menyusahkan. Fokus foto yang tidak bagus, scan manual, force close, dan jaringan yg sibuk. Aplikasi yang dicoba pada saat pemilu belum berlangsung saja sudah punya kualitas yang buruk, apalagi saat pemilu dilakukan.",-1
