,content,score,Year,Month,Day,sentiment,content_token,stemmed,text_string
531,"saya sudah berkali kali mencoba masuk aplikasi ini tapi hasilnya tetap sama , katanya saya tercatat sudah melakukan inilisiasi perangkat,tp saya masih aja gagal mendapatkan sertifikat digital,saya disuruh melakukan clear data , saya. sudah menghapus dan berulang menginstal kembali aplikasi sirekap ini , menghapus data dan chace aplikasi tapi tetap saja gagal, tolong solusinya harus gimana karena sebentar lagi aplikasi ini harus digunakan 🙈",1,2024,2,7,-1,"['berkali', 'kali', 'mencoba', 'masuk', 'aplikasi', 'hasilnya', 'tercatat', 'inilisiasi', 'perangkat', 'tp', 'aja', 'gagal', 'sertifikat', 'digital', 'disuruh', 'clear', 'data', 'menghapus', 'berulang', 'menginstal', 'aplikasi', 'menghapus', 'data', 'chace', 'aplikasi', 'gagal', 'tolong', 'solusinya', 'gimana', 'sebentar', 'aplikasi']","['kali', 'kali', 'coba', 'masuk', 'aplikasi', 'hasil', 'catat', 'inilisiasi', 'perangkat', 'tp', 'aja', 'gagal', 'sertifikat', 'digital', 'suruh', 'clear', 'data', 'hapus', 'ulang', 'menginstal', 'aplikasi', 'hapus', 'data', 'chace', 'aplikasi', 'gagal', 'tolong', 'solusi', 'gimana', 'sebentar', 'aplikasi']",kali kali coba masuk aplikasi hasil catat inilisiasi perangkat gagal sertifikat digital suruh clear data hapus ulang menginstal aplikasi hapus data chace aplikasi gagal tolong solusi gimana sebentar aplikasi
446,amburadul . pemilu sdh dekat tapi apk sangat sangat tidak bisa mempermudah. pengembangan apk itu butuh waktu bertahun tahun. ini terlalu cpt membuat apk blm memadai blm efektif dan efisien dan sdh trsebar luas . hasilnya eror . bkn salah hp kita tp emang apk nya blm siap dipake tempur.,2,2024,2,7,-1,"['amburadul', 'pemilu', 'sdh', 'apk', 'mempermudah', 'pengembangan', 'apk', 'butuh', 'bertahun', 'cpt', 'apk', 'blm', 'memadai', 'blm', 'efektif', 'efisien', 'sdh', 'trsebar', 'luas', 'hasilnya', 'eror', 'bkn', 'salah', 'hp', 'tp', 'emang', 'apk', 'nya', 'blm', 'dipake', 'tempur']","['amburadul', 'milu', 'sdh', 'apk', 'mudah', 'kembang', 'apk', 'butuh', 'tahun', 'cpt', 'apk', 'blm', 'pada', 'blm', 'efektif', 'efisien', 'sdh', 'trsebar', 'luas', 'hasil', 'eror', 'bkn', 'salah', 'hp', 'tp', 'emang', 'apk', 'nya', 'blm', 'dipake', 'tempur']",amburadul milu mudah kembang butuh tahun pada efektif efisien trsebar luas hasil eror salah emang dipake tempur
137,"penggunaan digitalisasi pada program pemilu sangat membantu, namun, saya mohon diperbaiki lagi, banyak anggota yang menjadi bagian sirekap tpi tdk bisa mengakses apk, selalu nge-stuck di inisialisasi.",2,2024,2,7,-1,"['penggunaan', 'digitalisasi', 'program', 'pemilu', 'membantu', 'mohon', 'diperbaiki', 'anggota', 'tpi', 'tdk', 'mengakses', 'apk', 'nge', 'stuck', 'inisialisasi']","['guna', 'digitalisasi', 'program', 'milu', 'bantu', 'mohon', 'baik', 'anggota', 'tpi', 'tdk', 'akses', 'apk', 'nge', 'stuck', 'inisial']",guna digitalisasi program milu bantu mohon baik anggota akses stuck inisial
489,"tolong asn atau siapapun itu yg bikin aplikasi ini dipecat atau bagaimana lah, bikin aplikasi dari user interface nya aja udh ga enak dilihat, apalagi kendala aplikasi yg masih sangat banyak ditemui, aplikasi negara digunakan serentak minimal beli server yg memadahi juga lah",1,2024,2,7,-1,"['tolong', 'asn', 'yg', 'bikin', 'aplikasi', 'dipecat', 'bikin', 'aplikasi', 'user', 'interface', 'nya', 'aja', 'udh', 'ga', 'enak', 'kendala', 'aplikasi', 'yg', 'ditemui', 'aplikasi', 'negara', 'serentak', 'minimal', 'beli', 'server', 'yg', 'memadahi']","['tolong', 'asn', 'yg', 'bikin', 'aplikasi', 'pecat', 'bikin', 'aplikasi', 'user', 'interface', 'nya', 'aja', 'udh', 'ga', 'enak', 'kendala', 'aplikasi', 'yg', 'temu', 'aplikasi', 'negara', 'serentak', 'minimal', 'beli', 'server', 'yg', 'padah']",tolong bikin aplikasi pecat bikin aplikasi user interface enak kendala aplikasi temu aplikasi negara serentak minimal beli server padah
581,"hari pemilu tinggal menghitung hari, tapi saya masih blum bisa login ke apk?? jikalau pemilu diharuskan memakai apk ini harusnya sudah dlm kondisi yg baik dan bisa digunakan oleh pemegang apk, klo seperti ini apakah pemilu akan berjalan lancar.! tolong lebih di optimalkan dgn baik untuk apk nya, jgn justru mempersulit.",1,2024,2,7,-1,"['pemilu', 'tinggal', 'menghitung', 'blum', 'login', 'apk', 'pemilu', 'diharuskan', 'memakai', 'apk', 'dlm', 'kondisi', 'yg', 'pemegang', 'apk', 'klo', 'pemilu', 'berjalan', 'lancar', 'tolong', 'optimalkan', 'dgn', 'apk', 'nya', 'jgn', 'mempersulit']","['milu', 'tinggal', 'hitung', 'blum', 'login', 'apk', 'milu', 'harus', 'pakai', 'apk', 'dlm', 'kondisi', 'yg', 'pegang', 'apk', 'klo', 'milu', 'jalan', 'lancar', 'tolong', 'optimal', 'dgn', 'apk', 'nya', 'jgn', 'sulit']",milu tinggal hitung blum login milu harus pakai kondisi pegang milu jalan lancar tolong optimal sulit
617,aplikasi ini sangat berguna jika tidak lemot.mohon untuk ada perbaikan ..takutnya pas hari h pencoblosan harusnya aplikasi ini mempermudah dan mempercepat..malah jadi mempersulit dan menghambat,2,2024,2,7,-1,"['aplikasi', 'berguna', 'lemot', 'mohon', 'perbaikan', 'takutnya', 'pas', 'h', 'pencoblosan', 'aplikasi', 'mempermudah', 'mempercepat', 'mempersulit', 'menghambat']","['aplikasi', 'guna', 'lot', 'mohon', 'baik', 'takut', 'pas', 'h', 'coblos', 'aplikasi', 'mudah', 'cepat', 'sulit', 'hambat']",aplikasi guna mohon baik takut coblos aplikasi mudah cepat sulit hambat
134,"app tidak support di perangkat saya, padahal android 13, ram 8gb, berulang x saya uninstall masih saja tidak sampai ke menu utama, begitu login langsung gagal ke menu selanjutnya. entah proses ujicobanya seperti apa, sebelum launching.. jika tidak segera diperbaiki, menurut saya app ini masih belum layak di gunakan untuk pemilu 2024.",1,2024,2,7,-1,"['app', 'support', 'perangkat', 'android', '13', 'ram', '8gb', 'berulang', 'x', 'uninstall', 'menu', 'utama', 'login', 'langsung', 'gagal', 'menu', 'proses', 'ujicobanya', 'launching', 'diperbaiki', 'app', 'layak', 'pemilu']","['app', 'support', 'perangkat', 'android', '13', 'ram', '8gb', 'ulang', 'x', 'uninstall', 'menu', 'utama', 'login', 'langsung', 'gagal', 'menu', 'proses', 'ujicobanya', 'launching', 'baik', 'app', 'layak', 'milu']",support perangkat android ulang uninstall menu utama login langsung gagal menu proses ujicobanya launching baik layak milu
452,"server aplikasi belum siap digunakan, padahal tinggal menghitung hari sampai pemilu.. seharusnya kalo mau buat begini2an setidaknya sudah diuji coba dr 4 tahun yang lalu.. jd pas hari h semua sudah lancar... ini cuma buat login aja butuh 3 hari, itu pun blm bisa login.. apalagi nanti pas sudah hari perhitungan suara, seluruh tps se indonesia mengupload poto yang jumlahnya banyak bgt, kalo gak langsung meledak tuh server.. tolonglah diperbaiki segera..",1,2024,2,7,-1,"['server', 'aplikasi', 'tinggal', 'menghitung', 'pemilu', 'kalo', 'begini2an', 'diuji', 'coba', 'dr', '4', 'jd', 'pas', 'h', 'lancar', 'login', 'aja', 'butuh', 'blm', 'login', 'pas', 'perhitungan', 'suara', 'tps', 'indonesia', 'mengupload', 'poto', 'bgt', 'kalo', 'gak', 'langsung', 'meledak', 'tuh', 'server', 'tolonglah', 'diperbaiki']","['server', 'aplikasi', 'tinggal', 'hitung', 'milu', 'kalo', 'begini2an', 'uji', 'coba', 'dr', '4', 'jd', 'pas', 'h', 'lancar', 'login', 'aja', 'butuh', 'blm', 'login', 'pas', 'hitung', 'suara', 'tps', 'indonesia', 'mengupload', 'poto', 'bgt', 'kalo', 'gak', 'langsung', 'ledak', 'tuh', 'server', 'tolong', 'baik']",server aplikasi tinggal hitung milu kalo begini2an coba lancar login butuh login hitung suara indonesia mengupload poto kalo langsung ledak server tolong baik
22,"tujuan dibuatnya aplikasi adalah untuk mempermudah bukan untuk mempersulit & menguji kesabaran, mau login aja susah saat inisialisasi, aplikasi diperbaharui malah akun jadi invalid username/password, saat upload gambar hasilnya kurang jernih & fokusnya ga merata. setidaknya kalau hasil foto dari aplikasinya kurang bagus tolong dikasih opsi buat upload foto dari gallery. baru simulasi aja susah apalagi pas hari h",1,2024,2,7,-1,"['tujuan', 'aplikasi', 'mempermudah', 'mempersulit', 'menguji', 'kesabaran', 'login', 'aja', 'susah', 'inisialisasi', 'aplikasi', 'diperbaharui', 'akun', 'invalid', 'username', 'password', 'upload', 'gambar', 'hasilnya', 'jernih', 'fokusnya', 'ga', 'merata', 'hasil', 'foto', 'aplikasinya', 'bagus', 'tolong', 'dikasih', 'opsi', 'upload', 'foto', 'gallery', 'simulasi', 'aja', 'susah', 'pas', 'h']","['tuju', 'aplikasi', 'mudah', 'sulit', 'uji', 'sabar', 'login', 'aja', 'susah', 'inisial', 'aplikasi', 'baharu', 'akun', 'invalid', 'username', 'password', 'upload', 'gambar', 'hasil', 'jernih', 'fokus', 'ga', 'rata', 'hasil', 'foto', 'aplikasi', 'bagus', 'tolong', 'kasih', 'opsi', 'upload', 'foto', 'gallery', 'simulasi', 'aja', 'susah', 'pas', 'h']",tuju aplikasi mudah sulit sabar login susah inisial aplikasi baharu akun invalid username password upload gambar hasil jernih fokus rata hasil foto aplikasi bagus tolong kasih opsi upload foto gallery simulasi susah
678,"aduh... parah banget ini aplikasinya, mana tinggal hitung hari buat pemilu. setelah di update makin hancur weh... ini bisa balikin ke versi 3.0 aja ngga sih, makin update makin hancur. sekarang malah ngga bisa login ama sekali.",1,2024,2,7,-1,"['aduh', 'parah', 'banget', 'aplikasinya', 'tinggal', 'hitung', 'pemilu', 'update', 'hancur', 'weh', 'balikin', 'versi', '0', 'aja', 'ngga', 'sih', 'update', 'hancur', 'ngga', 'login', 'ama']","['aduh', 'parah', 'banget', 'aplikasi', 'tinggal', 'hitung', 'milu', 'update', 'hancur', 'weh', 'balikin', 'versi', '0', 'aja', 'ngga', 'sih', 'update', 'hancur', 'ngga', 'login', 'ama']",aduh parah banget aplikasi tinggal hitung milu update hancur balikin versi ngga update hancur ngga login
639,"akun sirekap saya tidak bisa masuk padahal sebelumnya saya sudah ganti password, tapi setelah saya coba kembali username atau password invalid, ini kenapa ya? memang terkendala dari aplikasinyakah? mohon dibantu untuk kendala yang saya alami. terima kasih.",1,2024,2,7,-1,"['akun', 'masuk', 'ganti', 'password', 'coba', 'username', 'password', 'invalid', 'ya', 'terkendala', 'aplikasinyakah', 'mohon', 'dibantu', 'kendala', 'alami', 'terima', 'kasih']","['akun', 'masuk', 'ganti', 'password', 'coba', 'username', 'password', 'invalid', 'ya', 'kendala', 'aplikasi', 'mohon', 'bantu', 'kendala', 'alami', 'terima', 'kasih']",akun masuk ganti password coba username password invalid kendala aplikasi mohon bantu kendala alami terima kasih
492,mohon diperhatikan lagi untuk developer apabila dalam membuat aplikasi harap diuji coba dulu. ini sudah 3 hari coba login tapi tetep tidak bisa masuk. mau disalahkan jaringan juga tidak bisa. untuk buka aplikasi lain lancar tapi buka aplikasi ini sulit.,1,2024,2,7,-1,"['mohon', 'diperhatikan', 'developer', 'aplikasi', 'harap', 'diuji', 'coba', 'coba', 'login', 'tetep', 'masuk', 'disalahkan', 'jaringan', 'buka', 'aplikasi', 'lancar', 'buka', 'aplikasi', 'sulit']","['mohon', 'perhati', 'developer', 'aplikasi', 'harap', 'uji', 'coba', 'coba', 'login', 'tetep', 'masuk', 'salah', 'jaring', 'buka', 'aplikasi', 'lancar', 'buka', 'aplikasi', 'sulit']",mohon perhati developer aplikasi harap coba coba login tetep masuk salah jaring buka aplikasi lancar buka aplikasi sulit
981,kenapa aplikasinya seperti ini selalu error loading banyak sekali kendalanya mau memakainya tdak bisa mungkin tdak niat yah buat aplikasi nya selalu error salah nya dimana ko. error terusssssssssssss 😒,1,2024,2,7,-1,"['aplikasinya', 'error', 'loading', 'kendalanya', 'memakainya', 'tdak', 'tdak', 'niat', 'yah', 'aplikasi', 'nya', 'error', 'salah', 'nya', 'dimana', 'ko', 'error', 'terusssssssssssss']","['aplikasi', 'error', 'loading', 'kendala', 'maka', 'tdak', 'tdak', 'niat', 'yah', 'aplikasi', 'nya', 'error', 'salah', 'nya', 'mana', 'ko', 'error', 'terusssssssssssss']",aplikasi error loading kendala maka tdak tdak niat aplikasi error salah mana error terusssssssssssss
337,"hari pelaksanaan sebentar lagi sedangkan aplikasi digunakan untuk simulasi saja masih eror apalagi pas waktu pelaksanaan. untuk login masih mudah namun pas upload gambar muncul keterangan "" harap tunggu. gambar form-c sedang diproses"" begitu terus namun tidak selesai-selesai padahal kualitas internet bagus. tolong diperbaiki . niat bikin mudah malah jadi mempersulit dan membuat lama pekerjaan.",1,2024,2,7,-1,"['pelaksanaan', 'sebentar', 'aplikasi', 'simulasi', 'eror', 'pas', 'pelaksanaan', 'login', 'mudah', 'pas', 'upload', 'gambar', 'muncul', 'keterangan', 'harap', 'tunggu', 'gambar', 'form', 'c', 'diproses', 'selesai', 'selesai', 'kualitas', 'internet', 'bagus', 'tolong', 'diperbaiki', 'niat', 'bikin', 'mudah', 'mempersulit', 'pekerjaan']","['laksana', 'sebentar', 'aplikasi', 'simulasi', 'eror', 'pas', 'laksana', 'login', 'mudah', 'pas', 'upload', 'gambar', 'muncul', 'terang', 'harap', 'tunggu', 'gambar', 'form', 'c', 'proses', 'selesai', 'selesai', 'kualitas', 'internet', 'bagus', 'tolong', 'baik', 'niat', 'bikin', 'mudah', 'sulit', 'kerja']",laksana sebentar aplikasi simulasi eror laksana login mudah upload gambar muncul terang harap tunggu gambar form proses selesai selesai kualitas internet bagus tolong baik niat bikin mudah sulit kerja
146,"tolong aplikasinya diperbaiki lagi dan diperluas penyimpanannya, misal seperti pc atau perangkat lain itu chipset dan prosesornya dinaikkan kualitasnya agar lebih lancar untuk digunakan. ini kan aplikasi bisa server atau apanya lah yg dupgrade agar nanti pas dipakai tidak ada masalah login dll soalnya penggunanya nanti pasti banyak dan masuknya bersamaan",2,2024,2,7,-1,"['tolong', 'aplikasinya', 'diperbaiki', 'diperluas', 'penyimpanannya', 'pc', 'perangkat', 'chipset', 'prosesornya', 'dinaikkan', 'kualitasnya', 'lancar', 'aplikasi', 'server', 'apanya', 'yg', 'dupgrade', 'pas', 'dipakai', 'login', 'dll', 'penggunanya', 'masuknya', 'bersamaan']","['tolong', 'aplikasi', 'baik', 'luas', 'simpan', 'pc', 'perangkat', 'chipset', 'prosesor', 'naik', 'kualitas', 'lancar', 'aplikasi', 'server', 'apa', 'yg', 'dupgrade', 'pas', 'pakai', 'login', 'dll', 'guna', 'masuk', 'sama']",tolong aplikasi baik luas simpan perangkat chipset prosesor naik kualitas lancar aplikasi server dupgrade pakai login guna masuk sama
495,"aplikasi ini tidak dapat berjalan dgn sebagaimana yg disampaikan pada kami sirekap. kami sirekap selalu mengalami kesulitan dr aplikasi ini. tidak bisa login, tidak bisa mengirim foto, selalu ke logout, foto buram padahal kamera jelas, terlalu ribet. tolong dipikirkan lagi h-7 ini, apakah akan tetap lanjut dgn aplikasi ini? tolong permudah kami, bila tetap seperti ini, sebaiknya tidak perlu memakai sirekap karena merepotkan sekali. sungguh sangat buruk bila tetap melanjutkan tp aplikasi bobrok",1,2024,2,7,-1,"['aplikasi', 'berjalan', 'dgn', 'yg', 'mengalami', 'kesulitan', 'dr', 'aplikasi', 'login', 'mengirim', 'foto', 'logout', 'foto', 'buram', 'kamera', 'ribet', 'tolong', 'dipikirkan', 'h', '7', 'dgn', 'aplikasi', 'tolong', 'permudah', 'memakai', 'merepotkan', 'sungguh', 'buruk', 'melanjutkan', 'tp', 'aplikasi', 'bobrok']","['aplikasi', 'jalan', 'dgn', 'yg', 'alami', 'sulit', 'dr', 'aplikasi', 'login', 'kirim', 'foto', 'logout', 'foto', 'buram', 'kamera', 'ribet', 'tolong', 'pikir', 'h', '7', 'dgn', 'aplikasi', 'tolong', 'mudah', 'pakai', 'repot', 'sungguh', 'buruk', 'lanjut', 'tp', 'aplikasi', 'bobrok']",aplikasi jalan alami sulit aplikasi login kirim foto logout foto buram kamera ribet tolong pikir aplikasi tolong mudah pakai repot sungguh buruk lanjut aplikasi bobrok
73,"aplikasi masih belum seratus persen siap digunakan, knapa? 1. login sering susah/eror, mungkin server belum optimal, ini baru simulasi lho. belum nanti saat pengumpulan data pda tgl 14 nanti. 2. hasil foto diaplikasi sirekap tidak mendukung flash, fitur eis bawaan hp. sehingga foto rawan goyang dan hasilnya blur parah.",1,2024,2,7,-1,"['aplikasi', 'seratus', 'persen', 'knapa', '1', 'login', 'susah', 'eror', 'server', 'optimal', 'simulasi', 'lho', 'pengumpulan', 'data', 'pda', 'tgl', '14', '2', 'hasil', 'foto', 'diaplikasi', 'mendukung', 'flash', 'fitur', 'eis', 'bawaan', 'hp', 'foto', 'rawan', 'goyang', 'hasilnya', 'blur', 'parah']","['aplikasi', 'ratus', 'persen', 'knapa', '1', 'login', 'susah', 'eror', 'server', 'optimal', 'simulasi', 'lho', 'kumpul', 'data', 'pda', 'tgl', '14', '2', 'hasil', 'foto', 'aplikasi', 'dukung', 'flash', 'fitur', 'eis', 'bawa', 'hp', 'foto', 'rawan', 'goyang', 'hasil', 'blur', 'parah']",aplikasi ratus persen knapa login susah eror server optimal simulasi kumpul data hasil foto aplikasi dukung flash fitur bawa foto rawan goyang hasil blur parah
680,ketika sudah mengambil gambar dan di kirim malah keluar 'sesi anda telah berakhir harap log in kembali' dan ketika log in kembali malah 'invalid username or password' pdahal username dan password sudah benar dan tidak pernah di ganti,2,2024,2,7,-1,"['mengambil', 'gambar', 'kirim', 'sesi', 'harap', 'log', 'in', 'log', 'in', 'invalid', 'username', 'or', 'password', 'pdahal', 'username', 'password', 'ganti']","['ambil', 'gambar', 'kirim', 'sesi', 'harap', 'log', 'in', 'log', 'in', 'invalid', 'username', 'or', 'password', 'pdahal', 'username', 'password', 'ganti']",ambil gambar kirim sesi harap invalid username password pdahal username password ganti
323,"saran untuk pengembang (developer) aplikasi : 1. sediakan grid untuk pengambilan foto. 2. garis pinggir untuk penyesuaian tepi halaman, agar lebih tebal dan berwarna jelas (terang) 3. opsi edit angka yg salah pada semua halaman, khususnya halaman 2 untuk ppwp agar dipastikan ada. 4. kemampuan membaca gambar agar ditingkatkan. 5. yang paling penting : kapasitas server tingkatkan agar tidak mengalami error saat digunakan secara bersamaan pada tanggal 14 nanti. terimakasih.",4,2024,2,7,1,"['saran', 'pengembang', 'developer', 'aplikasi', '1', 'sediakan', 'grid', 'pengambilan', 'foto', '2', 'garis', 'pinggir', 'penyesuaian', 'tepi', 'halaman', 'tebal', 'berwarna', 'terang', 'opsi', 'edit', 'angka', 'yg', 'salah', 'halaman', 'halaman', '2', 'ppwp', '4', 'kemampuan', 'membaca', 'gambar', 'ditingkatkan', '5', 'kapasitas', 'server', 'tingkatkan', 'mengalami', 'error', 'bersamaan', 'tanggal', '14', 'terimakasih']","['saran', 'kembang', 'developer', 'aplikasi', '1', 'sedia', 'grid', 'ambil', 'foto', '2', 'garis', 'pinggir', 'sesuai', 'tepi', 'halaman', 'tebal', 'warna', 'terang', 'opsi', 'edit', 'angka', 'yg', 'salah', 'halaman', 'halaman', '2', 'ppwp', '4', 'mampu', 'baca', 'gambar', 'tingkat', '5', 'kapasitas', 'server', 'tingkat', 'alami', 'error', 'sama', 'tanggal', '14', 'terimakasih']",saran kembang developer aplikasi sedia grid ambil foto garis pinggir sesuai tepi halaman tebal warna terang opsi edit angka salah halaman halaman ppwp mampu baca gambar tingkat kapasitas server tingkat alami error sama tanggal terimakasih
668,"aplikasi ini bln layak di indonesia, baru login aja pd bnyk bermasalah, kita lihat saja nti pas pemilu begitu aplikasi digunakan dpt dipastikan server down, karna yg menggunakan seluruh indonesia, dlm 1 aplikasi dipastikan error, apalagi dipakainya dlm waktu yg bersamaan, selamat pusing anggota yg ngerekap",1,2024,2,7,-1,"['aplikasi', 'bln', 'layak', 'indonesia', 'login', 'aja', 'pd', 'bnyk', 'bermasalah', 'lihat', 'nti', 'pas', 'pemilu', 'aplikasi', 'dpt', 'server', 'down', 'karna', 'yg', 'indonesia', 'dlm', '1', 'aplikasi', 'error', 'dipakainya', 'dlm', 'yg', 'bersamaan', 'selamat', 'pusing', 'anggota', 'yg', 'ngerekap']","['aplikasi', 'bln', 'layak', 'indonesia', 'login', 'aja', 'pd', 'bnyk', 'masalah', 'lihat', 'nti', 'pas', 'milu', 'aplikasi', 'dpt', 'server', 'down', 'karna', 'yg', 'indonesia', 'dlm', '1', 'aplikasi', 'error', 'pakai', 'dlm', 'yg', 'sama', 'selamat', 'pusing', 'anggota', 'yg', 'ngerekap']",aplikasi layak indonesia login bnyk masalah lihat milu aplikasi server down karna indonesia aplikasi error pakai sama selamat pusing anggota ngerekap
12,berdasarkan hasil pengalaman simulasi banyak sekali kendala dari sistem nya awalnya pengiriman foto kadang berhasil terkirim tapi proses nya ngak bisa padahal kualitas fotonya menurut kita liat sudah sangat memadai . foto dpr yg saya tes satu yg terverifikasi ngak bisa kita coba lanjut untuk mengunci dan pdfkan karena tidak selesai semuanya ... sudah berulang kali di coba tetap ngak bisa di proses,1,2024,2,7,-1,"['berdasarkan', 'hasil', 'pengalaman', 'simulasi', 'kendala', 'sistem', 'nya', 'pengiriman', 'foto', 'kadang', 'berhasil', 'terkirim', 'proses', 'nya', 'ngak', 'kualitas', 'fotonya', 'liat', 'memadai', 'foto', 'dpr', 'yg', 'tes', 'yg', 'terverifikasi', 'ngak', 'coba', 'mengunci', 'pdfkan', 'selesai', 'berulang', 'kali', 'coba', 'ngak', 'proses']","['dasar', 'hasil', 'alam', 'simulasi', 'kendala', 'sistem', 'nya', 'kirim', 'foto', 'kadang', 'hasil', 'kirim', 'proses', 'nya', 'ngak', 'kualitas', 'foto', 'liat', 'pada', 'foto', 'dpr', 'yg', 'tes', 'yg', 'verifikasi', 'ngak', 'coba', 'kunci', 'pdfkan', 'selesai', 'ulang', 'kali', 'coba', 'ngak', 'proses']",dasar hasil alam simulasi kendala sistem kirim foto kadang hasil kirim proses ngak kualitas foto liat pada foto verifikasi ngak coba kunci pdfkan selesai ulang kali coba ngak proses
602,"aplikasi belum siap tapi udah di paksa buat beroperasi, yakin gw hari h hancur ni aplikasi, gw upload foto gagal mulu padahal udah sesuai dengan syarat foto nya gimana. fix ini perbaiki dulu deh yang bener baru rilis aplikasi nya!!!",1,2024,2,7,-1,"['aplikasi', 'udah', 'paksa', 'beroperasi', 'gw', 'h', 'hancur', 'ni', 'aplikasi', 'gw', 'upload', 'foto', 'gagal', 'mulu', 'udah', 'sesuai', 'syarat', 'foto', 'nya', 'gimana', 'fix', 'perbaiki', 'deh', 'bener', 'rilis', 'aplikasi', 'nya']","['aplikasi', 'udah', 'paksa', 'operasi', 'gw', 'h', 'hancur', 'ni', 'aplikasi', 'gw', 'upload', 'foto', 'gagal', 'mulu', 'udah', 'sesuai', 'syarat', 'foto', 'nya', 'gimana', 'fix', 'baik', 'deh', 'bener', 'rilis', 'aplikasi', 'nya']",aplikasi udah paksa operasi hancur aplikasi upload foto gagal mulu udah sesuai syarat foto gimana baik bener rilis aplikasi
608,"masalah inisialisasi perangkat ini sudah saya alami dari tanggal 5, sempat bisa masuk tapi kendala begini lagi. tidak ada solusi apapun dari ppk dan pps hanya suruh hapus cache dan data tapi sudah dilakukan berulang kali pun masih nihil. ini salah rekrut it apa gimana nih 😮‍💨",1,2024,2,7,-1,"['inisialisasi', 'perangkat', 'alami', 'tanggal', '5', 'masuk', 'kendala', 'solusi', 'apapun', 'ppk', 'pps', 'suruh', 'hapus', 'cache', 'data', 'berulang', 'kali', 'nihil', 'salah', 'rekrut', 'it', 'gimana', 'nih']","['inisial', 'perangkat', 'alami', 'tanggal', '5', 'masuk', 'kendala', 'solusi', 'apa', 'ppk', 'pps', 'suruh', 'hapus', 'cache', 'data', 'ulang', 'kali', 'nihil', 'salah', 'rekrut', 'it', 'gimana', 'nih']",inisial perangkat alami tanggal masuk kendala solusi suruh hapus cache data ulang kali nihil salah rekrut gimana
18,setelah update ke 2.32 tidak bisa login. loading nya lama. padahal pakai ram 8gb. internal juga masih banyak penyimpanannya. mohon tingkatkan lagi untuk kualitas fotonya. sangat beda jauh hasil dr kamera langsung sama dr aplikasi si rekap. sehingga sangat susah untuk membaca batas / garis / april textnya walaupun pencahayaan sudah cukup bagus.,1,2024,2,7,-1,"['update', '2', '32', 'login', 'loading', 'nya', 'pakai', 'ram', '8gb', 'internal', 'penyimpanannya', 'mohon', 'tingkatkan', 'kualitas', 'fotonya', 'beda', 'hasil', 'dr', 'kamera', 'langsung', 'dr', 'aplikasi', 'si', 'rekap', 'susah', 'membaca', 'batas', 'garis', 'april', 'textnya', 'pencahayaan', 'bagus']","['update', '2', '32', 'login', 'loading', 'nya', 'pakai', 'ram', '8gb', 'internal', 'simpan', 'mohon', 'tingkat', 'kualitas', 'foto', 'beda', 'hasil', 'dr', 'kamera', 'langsung', 'dr', 'aplikasi', 'si', 'rekap', 'susah', 'baca', 'batas', 'garis', 'april', 'textnya', 'cahaya', 'bagus']",update login loading pakai internal simpan mohon tingkat kualitas foto beda hasil kamera langsung aplikasi rekap susah baca batas garis april textnya cahaya bagus
101,sulit sekali untuk login...banyak sekali tindakan yang sudah dicoba agar bisa log in...jangankan bisa foto c hasil simulasi...login saja rata-rata 90% kpps diwilayah yang sama yang pegang apk ini mengalami masalah yang sama yaitu susah log in...dari sistem androidnya pun tidak ada masalah..tapi apk ini benar-benar menguji kesabaran penggunanya.-_-,1,2024,2,7,-1,"['sulit', 'login', 'tindakan', 'dicoba', 'log', 'in', 'foto', 'c', 'hasil', 'simulasi', 'login', '90', 'kpps', 'diwilayah', 'pegang', 'apk', 'mengalami', 'susah', 'log', 'in', 'sistem', 'androidnya', 'apk', 'menguji', 'kesabaran', 'penggunanya', '_']","['sulit', 'login', 'tindak', 'coba', 'log', 'in', 'foto', 'c', 'hasil', 'simulasi', 'login', '90', 'kpps', 'wilayah', 'pegang', 'apk', 'alami', 'susah', 'log', 'in', 'sistem', 'androidnya', 'apk', 'uji', 'sabar', 'guna', '']",sulit login tindak coba foto hasil simulasi login kpps wilayah pegang alami susah sistem androidnya sabar guna
143,"tolong peningkatannya. awal download aman, bisa masukin username dan ganti password. tapi pas login selalu gabisa dengan alasan invalid, dll. akhirnya saya uninstall, lalu install lagi, tapi sekarang, baru klik tombol ""masuk"" malah aplikasi otomatis tertutup terus :), jadi sama sekali gabisa gerak. mana bisa jalan dan simulasi kalo kayak gini. tolong solusinya.",1,2024,2,7,-1,"['tolong', 'peningkatannya', 'download', 'aman', 'masukin', 'username', 'ganti', 'password', 'pas', 'login', 'gabisa', 'alasan', 'invalid', 'dll', 'uninstall', 'install', 'klik', 'tombol', 'masuk', 'aplikasi', 'otomatis', 'tertutup', 'gabisa', 'gerak', 'jalan', 'simulasi', 'kalo', 'kayak', 'gini', 'tolong', 'solusinya']","['tolong', 'tingkat', 'download', 'aman', 'masukin', 'username', 'ganti', 'password', 'pas', 'login', 'gabisa', 'alas', 'invalid', 'dll', 'uninstall', 'install', 'klik', 'tombol', 'masuk', 'aplikasi', 'otomatis', 'tutup', 'gabisa', 'gerak', 'jalan', 'simulasi', 'kalo', 'kayak', 'gin', 'tolong', 'solusi']",tolong tingkat download aman masukin username ganti password login gabisa alas invalid uninstall install klik tombol masuk aplikasi otomatis tutup gabisa gerak jalan simulasi kalo kayak tolong solusi
